Date,Open,High,Low,Close,Adj Close,Volume
2022-03-01,13716.700195,14646.900391,12555.349609,14220.519531,14220.519531,131081330000
2022-04-01,14269.530273,14534.379883,12315.740234,12334.639648,12334.639648,96581010000
2022-05-01,12331.69043,12985.009766,11035.69043,12081.389648,12081.389648,111465680000
2022-06-01,12176.889648,12320.120117,10565.139648,11028.740234,11028.740234,113875890000
2022-07-01,11006.830078,12426.259766,10911.450195,12390.69043,12390.69043,94293720000
2022-08-01,12317.959961,13181.089844,11790.019531,11816.200195,11816.200195,110367680000
2022-09-01,11707.44043,12270.19043,10572.330078,10575.620117,10575.620117,98888530000
2022-10-01,10659.009766,11230.44043,10088.830078,10988.150391,10988.150391,98292380000
2022-11-01,11154.740234,11492.620117,10262.929688,11468.0,11468.0,101572370000
2022-12-01,11475.169922,11571.639648,10207.469727,10466.480469,10466.480469,100007430000
2023-01-01,10562.05957,11691.889648,10265.040039,11584.549805,11584.549805,106732920000
2023-02-01,11573.139648,12269.549805,11334.469727,11455.540039,11455.540039,99644100000
2023-03-01,11447.580078,12227.929688,10982.799805,12221.910156,12221.910156,120323510000
2023-04-01,12146.089844,12245.429688,11798.769531,12226.580078,12226.580078,90509520000
2023-05-01,12210.049805,13154.290039,11925.370117,12935.290039,12935.290039,101290320000
2023-06-01,12944.459961,13864.05957,12903.629883,13787.919922,13787.919922,107650300000
2023-07-01,13798.700195,14446.549805,13567.25,14346.019531,14346.019531,96983440000
2023-08-01,14274.929688,14309.209961,13161.759766,14034.969727,14034.969727,110754840000
2023-09-01,14129.959961,14149.620117,12963.160156,13219.320313,13219.320313,94727650000
2023-10-01,13217.980469,13714.139648,12543.860352,12851.240234,12851.240234,97818540000
2023-11-01,12887.05957,14423.219727,12875.200195,14226.219727,14226.219727,95884580000
2023-12-01,14181.349609,15150.070313,14058.519531,15011.349609,15011.349609,120361680000
